UPKB	ARO Accession	CARD Short Name	RM ARO Accession	Resistance Mechanism	CARD URL
A0A7H9SQK8	ARO:3006096	OXA-909	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006096
A0A7H9SU61	ARO:3006097	OXA-910	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006097
A0A6G8FDZ9	ARO:3006098	OXA-911	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006098
A0A2S3XI26	ARO:3006099	OXA-912	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006099
A0A6G8J0G4	ARO:3006100	OXA-913	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006100
A0A6G8J0G7	ARO:3006101	OXA-914	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006101
A0A6M4NM01	ARO:3006102	OXA-916	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006102
A0AAE6SM39	ARO:3006103	OXA-917	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006103
A0A6M6BBP6	ARO:3006104	OXA-918	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006104
A0A256G1R4	ARO:3006105	OXA-919	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006105
A0A7D3R464	ARO:3006106	OXA-920	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006106
A0A6J4DZB4	ARO:3006107	OXA-921	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006107
A0A7D4WZU0	ARO:3006108	OXA-922	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006108
K8FK42	ARO:3006111	OXA-925	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006111
A0A7S5YVB8	ARO:3006112	OXA-927	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006112
A0A7G7XLM1	ARO:3006113	OXA-928	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006113
A0A7G8ZAZ3	ARO:3006114	OXA-929	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006114
A0A7L7SXS0	ARO:3006115	OXA-932	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006115
A0A7R7IBD0	ARO:3006117	OXA-937	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006117
A0A7U1GEY7	ARO:3006124	OXA-945	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006124
A0A891LY49	ARO:3006125	OXA-946	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006125
A0A891M2D7	ARO:3006126	OXA-947	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006126
A0A891M1Z7	ARO:3006127	OXA-948	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006127
A0A891LY32	ARO:3006128	OXA-949	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006128
Q8RLU6	ARO:3002406	OXY-2-11	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002406
K7QZZ2	ARO:3002407	OXY-2-12	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002407
K7QSJ9	ARO:3002408	OXY-2-13	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3002408
Q6W8V9	ARO:3006129	OXY-2-14	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006129
A0A0B4R7I2	ARO:3006130	OXY-2-15	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006130
A0A1J0HSJ3	ARO:3006964	PAU-1	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006964
A0A167X0X0	ARO:3006480	PDC-100	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006480
A0A161I9G6	ARO:3006481	PDC-101	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006481
A0A167X0X3	ARO:3006482	PDC-102	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006482
A0A167X0Z6	ARO:3006483	PDC-103	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006483
A0A167X126	ARO:3006484	PDC-106	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006484
A0A161I3T2	ARO:3006485	PDC-107	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006485
A0A161I134	ARO:3006486	PDC-108	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006486
A0A167X134	ARO:3006487	PDC-109	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006487
A0A167X151	ARO:3006488	PDC-110	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006488
A0A161I9H2	ARO:3006489	PDC-111	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006489
A0A167X169	ARO:3006491	PDC-113	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006491
A0A172N319	ARO:3006492	PDC-114	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006492
A0A172N313	ARO:3006493	PDC-115	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006493
A0A172N318	ARO:3006494	PDC-116	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006494
A0A6N0KNY8	ARO:3006495	PDC-12	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006495
A0A172N322	ARO:3006496	PDC-120	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006496
A0A172N3A6	ARO:3006497	PDC-121	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006497
A0A172N320	ARO:3006498	PDC-122	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006498
A0A172N328	ARO:3006499	PDC-123	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006499
A0A172N333	ARO:3006500	PDC-124	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006500
A0A172N329	ARO:3006501	PDC-125	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006501
A0A172WXH0	ARO:3006502	PDC-126	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006502
A0A172WXE3	ARO:3006503	PDC-127	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006503
A0A172WXL4	ARO:3006504	PDC-128	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006504
A0A172WXI3	ARO:3006505	PDC-129	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006505
D0EJY4	ARO:3006506	PDC-13	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006506
A0A172WXA5	ARO:3006507	PDC-130	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006507
A0A172WXQ8	ARO:3006508	PDC-131	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006508
A0A172WXL1	ARO:3006509	PDC-132	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006509
A0A172WXP7	ARO:3006510	PDC-133	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006510
A0A172WXE4	ARO:3006511	PDC-134	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006511
A0A172WXQ2	ARO:3006512	PDC-135	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006512
A0A172WXH7	ARO:3006513	PDC-136	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006513
A0A172WXF7	ARO:3006514	PDC-137	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006514
A0A172WXL8	ARO:3006515	PDC-138	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006515
A0A172WXJ1	ARO:3006516	PDC-139	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006516
A0A172WXC3	ARO:3006517	PDC-140	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006517
A0A172WXS1	ARO:3006518	PDC-141	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006518
A0A173G7X2	ARO:3006519	PDC-142	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006519
A0A173G7W9	ARO:3006520	PDC-143	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006520
A0A173G7X6	ARO:3006521	PDC-144	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006521
A0A173G7W8	ARO:3006522	PDC-145	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006522
A0A173G7X9	ARO:3006523	PDC-146	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006523
A0A173G7X8	ARO:3006524	PDC-147	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006524
A0A173G7X7	ARO:3006525	PDC-148	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006525
A0A173G7Y1	ARO:3006526	PDC-149	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006526
D0EJY6	ARO:3006527	PDC-15	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006527
A0A173G7Y0	ARO:3006528	PDC-150	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006528
A0A173G7Y2	ARO:3006529	PDC-151	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006529
A0A173G7Y9	ARO:3006530	PDC-152	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006530
A0A173G7Z1	ARO:3006531	PDC-153	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006531
A0A173G7Y8	ARO:3006532	PDC-154	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006532
A0A173G7Y6	ARO:3006533	PDC-155	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006533
A0A173G7Y4	ARO:3006534	PDC-156	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006534
A0A173G7Y5	ARO:3006535	PDC-157	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006535
A0A173G7Y3	ARO:3006536	PDC-158	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006536
D0EJY7	ARO:3006538	PDC-16	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006538
A0A173G7Z2	ARO:3006539	PDC-160	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006539
A0A173G7Z0	ARO:3006540	PDC-161	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006540
A0A173G7Z9	ARO:3006541	PDC-162	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006541
A0A173G7Z8	ARO:3006542	PDC-163	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006542
A0A173G7Z6	ARO:3006543	PDC-164	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006543
A0A173G7Z5	ARO:3006544	PDC-165	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006544
A0A192ACK7	ARO:3006545	PDC-166	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006545
A0A192ACV1	ARO:3006546	PDC-167	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006546
A0A192Y4R9	ARO:3006547	PDC-168	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006547
A0A192Y443	ARO:3006548	PDC-169	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006548
D0EJY8	ARO:3006549	PDC-17	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006549
A0A192Y5X0	ARO:3006550	PDC-170	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006550
A0A192Y6R3	ARO:3006551	PDC-171	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006551
A0A1B2XKX8	ARO:3006552	PDC-172	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006552
A0A1Q0XDU5	ARO:3006554	PDC-175	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006554
A0A1Q0XDZ0	ARO:3006555	PDC-176	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006555
A0A1S6GNZ0	ARO:3006556	PDC-177	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006556
A0A1S6GNZ4	ARO:3006557	PDC-178	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006557
A0A1X9S335	ARO:3006558	PDC-179	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006558
D3Y4X8	ARO:3006559	PDC-18	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006559
A0A1X9S303	ARO:3006560	PDC-180	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006560
A0A1X9S305	ARO:3006561	PDC-181	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006561
A0A1X9S306	ARO:3006562	PDC-182	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006562
A0A1X9S314	ARO:3006563	PDC-184	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006563
A0A1X9S353	ARO:3006564	PDC-185	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006564
A0A1X9S352	ARO:3006565	PDC-186	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006565
A0A1X9S351	ARO:3006566	PDC-187	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006566
A0A1X9S350	ARO:3006567	PDC-188	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006567
A0A1X9S343	ARO:3006568	PDC-189	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006568
A0A1X9S318	ARO:3006569	PDC-190	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006569
A0A1X9S317	ARO:3006570	PDC-191	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006570
A0A1X9S319	ARO:3006571	PDC-192	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006571
A0A1X9S324	ARO:3006572	PDC-193	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006572
A0A1X9S323	ARO:3006573	PDC-194	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006573
A0A1X9S367	ARO:3006574	PDC-195	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006574
A0A1X9S360	ARO:3006575	PDC-196	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006575
A0A1X9S362	ARO:3006576	PDC-197	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006576
A0A1X9S334	ARO:3006577	PDC-198	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006577
A0A1X9S346	ARO:3006578	PDC-199	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006578
G3EST9	ARO:3006579	PDC-20	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006579
A0A1X9S327	ARO:3006580	PDC-200	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006580
A0A1X9S329	ARO:3006581	PDC-202	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006581
A0A1X9S331	ARO:3006582	PDC-203	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006582
A0A1X9S332	ARO:3006583	PDC-204	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006583
A0A1X9S371	ARO:3006584	PDC-205	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006584
A0A1X9S365	ARO:3006585	PDC-206	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006585
A0A1X9S355	ARO:3006586	PDC-208	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006586
A0A1X9S330	ARO:3006587	PDC-209	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006587
A0A1X9S337	ARO:3006588	PDC-210	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006588
A0A1Z1VQH6	ARO:3006589	PDC-211	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006589
A0A1Z1VQL1	ARO:3006590	PDC-213	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006590
A0A1Z1VQI4	ARO:3006591	PDC-214	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006591
A0A1Z1VQK2	ARO:3006592	PDC-215	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006592
A0A1Z1VQK4	ARO:3006593	PDC-216	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006593
A0A1Z1VQI0	ARO:3006594	PDC-217	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006594
A0A1Z1VQP5	ARO:3006595	PDC-218	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006595
A0A1Z1VQN1	ARO:3006596	PDC-219	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006596
F0V6U3	ARO:3006597	PDC-21a	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006597
G3ESU0	ARO:3006598	PDC-21b	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006598
F0V6U4	ARO:3006599	PDC-22	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006599
A0A290DEA6	ARO:3006601	PDC-221	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006601
A0A290D3J5	ARO:3006602	PDC-222	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006602
A0A290D8D4	ARO:3006603	PDC-223	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006603
A0A2H4ULH5	ARO:3006604	PDC-224	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006604
A0A2H4ULH0	ARO:3006605	PDC-226	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006605
A0A2I8ANJ9	ARO:3006606	PDC-227	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006606
A0A2I8ANK0	ARO:3006607	PDC-228	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006607
A0A2I8ANK6	ARO:3006608	PDC-229	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006608
A0A2I8ANK8	ARO:3006610	PDC-232	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006610
A0A2I8ANL8	ARO:3006611	PDC-233	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006611
A0A2I8ANN5	ARO:3006612	PDC-234	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006612
A0A2I8ANM9	ARO:3006613	PDC-235	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006613
A0A2I8ANK7	ARO:3006614	PDC-236	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006614
A0A2I8ANL2	ARO:3006615	PDC-237	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006615
A0A2I8ANL3	ARO:3006616	PDC-238	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006616
A0A2I8ANL7	ARO:3006617	PDC-239	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006617
G3ESU3	ARO:3006618	PDC-24	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006618
A0A2I8ANL1	ARO:3006619	PDC-241	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006619
A0A2I8ANL6	ARO:3006620	PDC-242	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006620
A0A2I8ANM7	ARO:3006621	PDC-243	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006621
A0A2I8ANN3	ARO:3006622	PDC-244	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006622
A0A2I5LBD5	ARO:3006623	PDC-245	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006623
A0A2I8ANL9	ARO:3006624	PDC-246	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006624
A0A2I8ANM3	ARO:3006625	PDC-247	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006625
A0A2I8ANM4	ARO:3006626	PDC-248	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006626
A0A2I8ANM6	ARO:3006627	PDC-249	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006627
G3ESU4	ARO:3006628	PDC-25	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006628
A0A2S1T411	ARO:3006629	PDC-250	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006629
A0A2S1T3U0	ARO:3006630	PDC-251	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006630
A0A2S1T3M1	ARO:3006631	PDC-252	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006631
A0A2S1T3S4	ARO:3006632	PDC-253	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006632
A0A2S1T3P5	ARO:3006633	PDC-254	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006633
A0A2S1T3P2	ARO:3006634	PDC-256	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006634
A0A2S1T3R8	ARO:3006635	PDC-259	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006635
G3ESU5	ARO:3006636	PDC-26	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006636
A0A2S1T418	ARO:3006637	PDC-260	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006637
A0A2S1T3V2	ARO:3006638	PDC-261	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006638
A0A2S1T3N0	ARO:3006639	PDC-262	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006639
A0A2S1T3S8	ARO:3006640	PDC-263	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006640
A0A2S1T3P3	ARO:3006641	PDC-265	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006641
A0A2S1T3Q1	ARO:3006642	PDC-266	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006642
A0A2S1T3Q0	ARO:3006643	PDC-267	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006643
A0A2S1T3S3	ARO:3006644	PDC-268	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006644
A0A2S1T424	ARO:3006645	PDC-270	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006645
A0A2S1T3V8	ARO:3006646	PDC-271	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006646
A0A2S1T3T6	ARO:3006647	PDC-273	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006647
A0A2S1T3R2	ARO:3006648	PDC-274	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006648
A0A2Z4BU99	ARO:3006649	PDC-275	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006649
A0A2Z4BVZ8	ARO:3006650	PDC-276	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006650
A0A2Z4BUB1	ARO:3006651	PDC-277	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006651
A0A2Z4BUB2	ARO:3006652	PDC-278	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006652
A0A2Z4BX68	ARO:3006653	PDC-279	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006653
A0A2Z4BV88	ARO:3006654	PDC-280	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006654
A0A2Z4C0Y1	ARO:3006655	PDC-281	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006655
A0A2Z4BUD5	ARO:3006656	PDC-282	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006656
A0A2Z4BUC9	ARO:3006657	PDC-283	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006657
A0A2Z4BUA2	ARO:3006658	PDC-286	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006658
A0A2Z4BW09	ARO:3006659	PDC-287	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006659
A0A2Z4BUC5	ARO:3006660	PDC-288	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006660
A0A2Z4BUC4	ARO:3006661	PDC-289	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006661
A0A2Z4BX77	ARO:3006662	PDC-290	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006662
A0A2Z4C0Z0	ARO:3006663	PDC-291	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006663
A0A2Z4BX58	ARO:3006664	PDC-294	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006664
A0A2Z4BV83	ARO:3006665	PDC-295	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006665
A0A2Z4C0X5	ARO:3006666	PDC-296	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006666
A0A2Z4BUC3	ARO:3006667	PDC-297	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006667
A0A2Z4BUB9	ARO:3006668	PDC-298	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006668
A0A2Z4BWK4	ARO:3006669	PDC-299	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006669
A0A0A0Q9I8	ARO:3006670	PDC-30	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006670
A0A2Z4BZL2	ARO:3006671	PDC-300	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006671
A0A2Z4BUZ1	ARO:3006672	PDC-301	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006672
A0A2Z4BWS1	ARO:3006673	PDC-302	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006673
A0A2Z4BZR2	ARO:3006674	PDC-303	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006674
A0A345GNY8	ARO:3006675	PDC-304	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006675
A0A345N8C0	ARO:3006676	PDC-305	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006676
A0A346MLH4	ARO:3006677	PDC-307	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006677
A0A346MLH5	ARO:3006678	PDC-308	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006678
A0A346MLH6	ARO:3006679	PDC-309	ARO:0001004	antibiotic inactivation	https://card.mcmaster.ca/aro/3006679
